ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,OutstandingAmount,DaysOverdue,CallResponse,DistanceFromBranch,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Outstanding_norm,Days_norm,Credit_norm,Distance_norm,PriorityScore,RecoveryStrategy
2018-03-03,37,21986,517,15,55677,60,0,262,0.1159997859432591,2,0,0.2165039912674043,0,0,20,7,745,2095,94889,13031,1832.1666666666667,0.5472186997646056,7,52546,102,0,23,81858,0.302177,0.3626123999999999,2021.1672481615296,1.2461569625188007,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.6274213222737253,0.5642458100558659,0.4212218649517685,0.44897959183673464,40.9614642292744,Field Visit
2018-03-04,26,48840,540,3,38779,72,1,408,0.3620369127432221,4,1,0.0357521556199437,0,0,33,10,27458,1976,59602,22429,4070.0,0.7776907025958487,6,23148,78,0,38,37173,0.283779,0.3072616936505494,1184.8479678973802,0.3913631370755234,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.26882166382044403,0.4301675977653632,0.495176848874598,0.7551020408163265,27.642581574083053,Priority Call
2018-03-05,25,38634,494,3,10979,72,0,774,0.1136792003615442,2,1,0.6035644237578898,0,0,25,24,2163,1101,169008,40013,3219.5,0.8058898649778546,2,7817,121,0,44,128995,0.278979,0.3128742656613705,339.4595234771245,0.3458485862640548,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.08181263722859233,0.6703910614525139,0.34726688102893877,0.8775510204081631,30.129241944922047,Priority Call
2018-03-06,49,69811,580,26,23810,24,2,420,0.3345287087893833,0,0,0.5107555298591124,0,0,19,12,1347,1449,132541,42334,5817.583333333333,0.9736428918572534,4,6557,109,0,29,90207,0.20881,0.19520783061503,1206.2622768885872,0.2795425838716398,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.06644303488655769,0.6033519553072625,0.6237942122186495,0.5714285714285714,23.696290664234656,Regular Call
2018-03-07,56,35357,582,35,20951,36,1,421,0.0784937683663289,1,1,0.2201232102501306,0,0,29,19,3214,1129,113294,2217,2946.4166666666665,0.9354742667280642,5,13857,171,1,23,111077,0.214951,0.2313085434395897,812.4369625272263,0.4186227211111439,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0.1554891436935838,0.9497206703910615,0.630225080385852,0.44897959183673464,39.350338225909205,Field Visit
2018-03-08,39,15000,589,21,19206,48,4,475,0.309889190956771,2,1,0.1717374802914602,0,0,25,21,3287,1247,24295,52071,1250.0,0.7085174792325675,5,16841,4,0,42,5734,0.219706,0.2236553835210722,608.9235644463117,0.8671388515570494,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.19188826543059284,0.01675977653631285,0.652733118971061,0.836734693877551,13.831984656002753,SMS Reminder
2018-03-09,52,138831,599,30,17952,48,0,507,0.0898654270083767,7,0,0.4539646803740622,0,0,17,7,3794,1403,7326,6633,11569.25,0.6728590158068047,0,16550,107,1,1,7636,0.213452,0.2561424,601.4034220568071,0.0958059876013403,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0.18833861917540864,0.5921787709497206,0.684887459807074,0.0,28.605753250934534,Priority Call
2018-03-10,44,89581,613,19,26652,48,2,341,0.0097703136230487,3,0,0.4072867602018497,0,0,31,9,4722,822,209762,13075,7465.083333333333,0.9432210393422368,4,14937,67,0,49,196687,0.215152,0.2076806291248372,821.9764702032443,0.155788812833513,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.16866308855818493,0.3687150837988827,0.729903536977492,0.9795918367346937,21.876693565616165,Regular Call
2018-03-11,32,15000,547,8,33159,72,2,480,0.1276521536779059,1,0,0.3963492579036044,0,0,28,22,1138,154,64836,3814,1250.0,0.9001255280539371,2,22199,81,1,47,61022,0.274659,0.3235663172689202,1048.4726814631763,1.2227781451705413,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,0.25724566967553064,0.446927374301676,0.517684887459807,0.9387755102040816,33.40758312423016,Priority Call
2018-03-12,44,29516,604,20,26935,12,3,238,0.6751543536695164,3,2,0.4283310884422388,0,0,24,19,4246,2256,53546,11558,2459.6666666666665,0.8778829910930789,5,21112,81,1,16,41988,0.189935,0.2225590907708031,2524.283173566834,1.123031511139789,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.24398633813125153,0.446927374301676,0.7009646302250803,0.3061224489795918,28.013740444126604,Priority Call
2018-03-13,58,178873,668,33,20738,60,1,270,0.3784066208591745,4,3,0.3139016847663468,0,1,22,7,2249,1229,47207,88780,14906.083333333334,0.8701201962077505,8,10766,17,0,46,6961,0.191738,0.1807363645378564,527.4399751425537,0.0534976195496841,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11778482556721152,0.0893854748603352,0.9067524115755625,0.9183673469387754,26.292494257462973,Regular Call
2018-03-14,39,99444,558,16,20361,12,2,288,0.4684497766792797,5,2,0.2133994480560156,1,0,32,29,1926,223,102694,32142,8287.0,0.6902899356067042,8,8832,33,1,33,70552,0.206361,0.2127846152260575,1898.6117302360765,0.2638604718518253,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.09419370578189802,0.1787709497206704,0.5530546623794212,0.6530612244897959,30.029844415128466,Priority Call
2018-03-15,58,100078,551,35,35186,24,1,510,0.1277599399918605,3,2,0.2371905871980316,0,0,11,16,7469,2273,196858,25318,8339.833333333334,0.7579704684473726,4,9542,54,0,48,171540,0.2346859999999999,0.2010753599865923,1792.668689605562,0.2761048809455299,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0.10285435472066357,0.29608938547486036,0.5305466237942122,0.9591836734693877,19.97831740789623,Regular Call
2018-03-16,18,43536,604,0,27770,48,1,437,0.2975228994832947,3,1,0.1639683796616148,0,0,22,7,605,1589,34437,152916,3628.0,0.4663263301057654,6,9895,101,0,3,4662,0.22077,0.2607885745446238,937.562067494178,0.3788759833225407,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.10716028299585265,0.5586592178770949,0.7009646302250803,0.04081632653061225,20.37572426720521,Regular Call
2018-03-17,49,60594,604,27,22841,72,3,377,0.1513146164153156,2,2,0.26542389569589,0,0,30,12,6158,241,11797,10870,5049.5,0.7134952267841244,5,22524,29,0,33,9914,0.235841,0.1886728,532.2135589503947,0.1800601166353886,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0.2612100512320078,0.1564245810055866,0.7009646302250803,0.6530612244897959,18.00257588229808,SMS Reminder
2018-03-18,41,46836,506,17,21634,24,4,569,0.1782204448930084,0,1,0.2373060444604934,0,0,20,3,17853,6380,355223,27999,3903.0,0.9247910769132932,5,19404,156,1,43,327224,0.243634,0.2043579827041128,1105.6910406963702,0.4290778992304305,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.2231519882898268,0.8659217877094972,0.38585209003215426,0.8571428571428571,43.769797726824976,Field Visit
2018-03-19,36,83154,604,11,26176,60,2,487,0.3866148814089287,1,0,0.044054243194568,0,0,32,5,4420,1039,88369,72599,6929.5,0.9702887349962742,6,12489,139,1,3,15770,0.229176,0.2256354971591798,731.3647633553937,0.175822896797084,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.13880214686508904,0.770949720670391,0.7009646302250803,0.04081632653061225,31.63224275311471,Priority Call
2018-03-20,41,31152,591,19,17427,60,1,348,0.370197593113741,3,2,0.1417042351756086,0,0,21,6,22352,11007,93688,55037,2596.0,0.7764411737538404,2,15060,171,1,48,38651,0.226927,0.2055774729228706,467.1338119565343,0.3139960754840271,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.17016345450109785,0.9497206703910615,0.6591639871382635,0.9591836734693877,42.05219889077378,Field Visit
2018-03-21,18,21646,580,0,33215,36,3,240,0.4135325728877674,2,2,0.40555115537948,0,0,20,17,6231,3482,9713,42373,1803.8333333333333,0.8985019477087167,8,26964,33,1,27,4298,0.228215,0.2054447355621166,1243.6223401805182,0.8224830491622572,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.31536960234203465,0.1787709497206704,0.6237942122186495,0.5306122448979591,25.3454809155811,Regular Call
2018-03-22,37,113669,613,14,12862,48,0,267,0.2198153227825336,4,0,0.2974150204189343,0,0,20,17,2257,5496,78665,68128,9472.416666666666,0.5707553175636345,5,12527,35,0,3,10537,0.201362,0.1944987792038638,387.6353582523979,0.0691096455412537,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0.13926567455476946,0.1899441340782123,0.729903536977492,0.04081632653061225,11.831619851476532,SMS Reminder
2018-03-23,44,40045,445,20,17930,96,0,193,0.6948362585674053,0,1,0.1179296372280001,0,0,23,4,1357,1157,8278,54305,3337.083333333333,0.8463046222590694,10,4151,87,0,1,6726,0.33043,0.3620672029026722,574.072981716171,0.2298632983042589,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.03709441327152964,0.4804469273743017,0.18971061093247577,0.0,21.226899473178673,Regular Call
2018-03-24,57,146890,561,37,29898,48,2,432,0.3277471243148822,4,0,0.1965586633320089,1,0,22,10,2639,1355,44362,42121,12240.833333333334,0.4964270348632216,2,19828,173,0,8,2241,0.244398,0.2687785701229018,1022.901959952702,0.1188564471334496,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.22832398145889243,0.9608938547486033,0.562700964630225,0.14285714285714285,45.959341880465324,Field Visit
2018-03-25,33,28126,575,15,12500,36,0,262,0.2206700285574191,4,0,0.4694574332314176,0,0,38,23,3426,2128,120183,6599,2343.833333333333,0.700056603582853,3,9507,86,1,32,113584,0.21,0.2196373974667905,477.14621500201633,0.3153578390110287,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.10242742132227373,0.4748603351955307,0.607717041800643,0.6326530612244897,27.030425907672495,Priority Call
2018-03-26,30,43560,556,9,10031,60,4,314,0.0915625279447707,3,1,0.0807984396506271,0,0,21,23,2240,1514,82524,23656,3630.0,0.9032023423995263,1,8662,64,0,19,58868,0.237031,0.2488466958217567,293.74527408271865,0.1674229405186552,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0.09212002927543303,0.35195530726256985,0.5466237942122185,0.36734693877551017,17.932980311582604,SMS Reminder
2018-03-27,33,28715,609,13,22732,60,1,378,0.2585035395742395,4,2,0.4631235219639474,0,0,23,8,6358,2160,121366,64525,2392.9166666666665,0.9093425325324092,4,19143,4,0,20,56841,0.2232319999999999,0.2241007930944218,633.1447124853395,0.4225574281673019,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2199682849475482,0.01675977653631285,0.7170418006430868,0.38775510204081626,11.78640046560748,SMS Reminder
2018-03-28,50,96449,589,29,9431,12,1,679,0.1411367071146569,3,1,0.2496234473871861,0,0,16,14,793,1021,34836,11129,4023.0,0.9461253376476386,4,3973,51,1,13,23707,0.179931,0.198588173562339,872.9989007865469,0.385781481676994,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0.034923151988289824,0.2793296089385475,0.652733118971061,0.24489795918367344,17.728093389320144,SMS Reminder
2018-03-29,43,19296,581,21,11505,24,2,641,0.0948868532020244,0,2,0.1150908408234301,0,0,17,11,997,197,23982,11114,1608.0,0.764319186992214,4,8776,82,0,44,12868,0.1960049999999999,0.1984351169795984,584.6770575954808,0.7622369761165926,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.09351061234447426,0.45251396648044695,0.6270096463022508,0.8775510204081631,22.235826171363712,Regular Call
2018-03-30,33,39326,634,11,32154,36,3,392,0.4795582998333058,1,1,0.1704635362821719,0,0,18,6,3699,708,42359,23549,3277.1666666666665,0.941144017460468,5,27258,62,1,10,18810,0.200154,0.1844482417459288,1169.6317297638725,0.4765188617496432,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3189558428885094,0.34078212290502796,0.797427652733119,0.18367346938775508,26.032319178888567,Regular Call
2018-03-31,46,19753,542,21,19882,24,1,759,0.2039758241934818,3,0,0.4380495211434446,0,0,37,13,1577,1744,58341,64558,1646.0833333333333,0.9316959317982032,8,12181,27,0,19,2547,0.223882,0.2177766159592922,1029.2597859255504,1.0863725728297782,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.13504513295925835,0.1452513966480447,0.5016077170418005,0.36734693877551017,14.503296428438414,SMS Reminder
2018-04-01,41,64120,504,18,41887,36,0,147,0.3593803514413815,5,0,0.7264114163477433,0,0,29,15,2521,1608,33618,9750,5343.333333333333,0.8623617930410763,7,25167,62,1,21,23868,0.274887,0.2815127618753552,1736.0217195968974,0.3524058115278036,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.29344962185899,0.34078212290502796,0.37942122186495175,0.4081632653061224,30.569645836276493,Priority Call
2018-04-02,51,74795,624,28,12059,48,3,1031,0.2704875034673795,4,1,0.1761241833862684,0,0,23,23,841,8105,54050,10739,6232.916666666667,0.8800546840991178,3,6667,120,1,45,43311,0.195059,0.2117804761639505,374.5711159388442,0.2255077664451651,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0677848255672115,0.664804469273743,0.765273311897106,0.8979591836734693,30.49071929825621,Priority Call
2018-04-03,31,15000,508,7,21015,48,1,570,0.1989095570616767,3,2,0.5106527778762034,0,0,32,28,2182,772,60727,3465,1250.0,0.7197495270459846,6,7696,58,0,7,57262,0.262015,0.2706309586279417,721.1957062875005,1.0329565650300003,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.08033666747987314,0.31843575418994413,0.39228295819935677,0.12244897959183673,17.060409195110413,SMS Reminder
2018-04-04,36,130756,485,16,26897,84,0,424,0.1928531996864055,3,1,0.5386359618523225,0,0,21,12,2237,1630,77789,9944,10896.333333333334,0.8430730518448716,4,23314,20,0,47,67845,0.309397,0.2714288323004034,718.0859387963488,0.1048137849548486,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.2708465479385216,0.10614525139664806,0.31832797427652726,0.9387755102040816,22.289625531326983,Regular Call
2018-04-05,35,192154,552,10,12267,60,2,258,0.4261505444054459,1,2,0.311157750558415,0,0,19,22,1583,2209,517144,48391,16012.833333333334,0.6878042442843977,4,7382,73,0,47,468753,0.241267,0.2616403465412371,368.47193848777965,0.0391231161560693,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.07650646499146133,0.4022346368715084,0.5337620578778135,0.9387755102040816,21.707316843773825,Regular Call
2018-04-06,22,29809,511,0,36896,84,0,324,0.4721562235658095,3,1,0.2468966438376093,0,0,28,21,4397,1782,22709,9882,2484.083333333333,0.9175345041200764,7,11353,102,0,26,12827,0.306396,0.2951389027367182,1042.932772242245,0.5502765361772263,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,0.12494510856306416,0.5642458100558659,0.40192926045016075,0.510204081632653,26.386226311950228,Regular Call
2018-04-07,43,30399,607,19,28433,48,5,547,0.4400901178151389,3,3,0.1369410699168903,0,0,18,26,1036,499,120860,7694,2533.25,0.8835875079197213,4,26482,57,0,5,113166,0.219933,0.2314647275295686,913.60276334713,0.5765726885807283,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.3094901195413516,0.3128491620111732,0.7106109324758842,0.08163265306122448,20.407986577067156,Regular Call
2018-04-08,43,283369,560,23,9851,24,2,553,0.2164796346668089,4,1,0.226788027791169,1,1,23,22,12448,1707,61752,15406,23614.08333333333,0.8487664214422489,6,8628,17,0,20,46346,0.2048509999999999,0.172599781173176,488.28721078062495,0.0440960250746111,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,0.09170529397414003,0.0893854748603352,0.5594855305466238,0.38775510204081626,36.32971589547043,Field Visit
2018-04-09,40,20069,467,21,21614,48,5,563,0.6050657279735583,5,1,0.1633100421249322,0,0,19,10,3965,410,371788,15096,1672.4166666666667,0.7826818133617144,8,11633,37,0,25,356692,0.283114,0.2994871265324186,777.5889491243779,0.8015878912498149,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.12836057575018298,0.2011173184357542,0.260450160771704,0.4897959183673469,18.72322821751904,SMS Reminder
2018-04-10,37,46140,624,13,26714,72,1,280,0.428412623638249,4,1,0.3288292887842789,0,0,24,12,1549,710,25235,49246,3845.0,0.7612496684757876,7,22050,167,0,31,7713,0.229714,0.2519990589386437,722.880128852577,0.2608270816261578,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.25542815320809953,0.9273743016759777,0.765273311897106,0.6122448979591836,36.25569350896728,Field Visit
2018-04-11,23,39580,468,0,16398,36,5,253,0.1079683375716201,2,1,0.2355176125879912,0,0,25,4,146,931,47739,6451,3298.333333333333,0.5731686129824567,3,5459,135,0,30,41288,0.267398,0.2537232475775818,655.2150254052458,0.2753557429222574,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.05304952427421322,0.7486033519553073,0.2636655948553055,0.5918367346938774,30.629097252025407,Priority Call
